x,y
9.921634791420194688e+01,8.783979655177985551e+05
5.663216339996157700e+00,1.903051405028285217e+02
3.446753061842636612e+01,4.016539089344893728e+04
4.661005349484104165e-01,5.040005284905227922e-01
2.820311748944169850e+01,2.186017473344835525e+04
9.150241432042875545e+01,7.167025855569832493e+05
1.586588742734456048e+01,3.851032217415991909e+03
6.575285448162459545e+01,2.976658191471002065e+05
6.350689331227944479e+01,2.506074937675653200e+05
5.118619265147658126e+01,1.302477863169663178e+05
2.440204847504982055e+01,1.468481368502951591e+04
7.981686093203666132e+01,5.166984067780300393e+05
6.559934571176991369e+01,2.847794717591726803e+05
5.120110239026698196e+01,1.364052846725583076e+05
3.193352252341768960e+01,3.289198314198008302e+04
4.266183778152632300e+01,7.920393589727047947e+04
4.865510425245357595e+01,1.116156455976340221e+05
2.465718351839483091e+01,1.613210325365399694e+04
3.540293784623137441e+01,4.820050472259410162e+04
4.427837412726957922e+01,9.021624893950382830e+04
6.436297473931891489e+01,2.940215935514990706e+05
9.263498662290935215e+01,7.996750835203449242e+05
6.525220012981614026e+00,2.915184863862691031e+02
2.508435114814700029e+01,1.517085462198442110e+04
7.369673097108731952e+01,3.828875224589035497e+05
7.083284625268079537e+01,3.487501672513689264e+05
4.297215067576445335e+01,7.285994028061888821e+04
7.383864291638576560e+01,3.454421524281695602e+05
2.810351622029169150e+01,2.084202366911436548e+04
1.955223071202204466e+01,7.252666771956854063e+03
8.064359527149630935e+01,5.463344984514504904e+05
3.359197153197152375e+01,4.018894354753436346e+04
4.496736994886405370e+01,8.663414265665883431e+04
5.651351612878918473e+01,1.831468846137261426e+05
4.690891167179456289e+01,9.810331641974353988e+04
8.449550451410036800e+00,5.991155212999320838e+02
4.362009450991160264e+01,9.163095019495325687e+04
9.987530512029834995e+01,9.132590235843068222e+05
1.994042359203834636e+01,7.911949008903551658e+03
2.495469647809256486e+01,1.509062175397214742e+04
3.869095254904451053e+01,6.383260551208752440e+04
5.951074327878703940e+01,2.005174178566850023e+05
4.040724207153679970e+01,6.370149216275331128e+04
5.238760515022258346e+01,1.456430839495258115e+05
7.399643681079382418e+01,4.018843143076416454e+05
4.186230542241301578e+01,8.131392737866134848e+04
9.360847018041805256e+01,8.062285490412706276e+05
6.751534587302552382e+01,3.278169183834955911e+05
8.479423350585992125e+01,6.033842372383292532e+05
1.451201224502256437e+01,2.815881966456129248e+03
7.756030260898776874e+01,4.428094827870724839e+05
6.315138418590008484e+01,2.535675989777240902e+05
6.846481472802943813e+01,3.162868238413968938e+05
4.597067202567205157e+01,9.154672729229205288e+04
8.962078370243460768e+01,7.100486468400073936e+05
9.383889802739568609e+01,7.648974388639909448e+05
6.983033129866686295e+01,3.492543912476602709e+05
5.734732852080210108e+01,1.780647611285395396e+05
2.029562569160106023e+01,8.314477282618698155e+03
7.411949227040371113e+01,4.413312632289030589e+05
8.957397493280112144e+01,6.850122292319816770e+05
7.679011529879659292e+01,4.380349442092646495e+05
1.006324472668215186e+01,1.074223918915282411e+03
