x,y
7.111453231590826363e+01,5.621310237685753236e+03
9.232095254362107539e+00,1.062035733751372248e+02
-9.256714104253340736e+01,8.652835980603935241e+03
6.444690968269597420e+01,4.221194864425863670e+03
-7.126952659994361738e+01,4.783974124911955187e+03
2.545509297184946718e+01,7.317944393429003185e+02
-2.635485178056029554e+00,2.606099767907437581e+00
5.936289868723201835e+01,3.412225376736791077e+03
1.924078636950594046e+01,4.496756348316838512e+02
4.869157932115061271e+01,2.346068633847627552e+03
-8.323365147857558100e+00,5.835198351708064735e+01
1.177191189465358434e+01,1.683124434938134186e+02
8.262549266991982222e+01,6.896556521345355577e+03
1.699169803553563440e+01,3.310053995402439568e+02
6.847544365008459977e+01,4.774927688130468596e+03
-4.177638849669435217e+00,1.066140029251483412e+01
-9.291493987520800601e+01,8.751612776030146051e+03
-1.016952884920594613e+01,8.454588666968285793e+01
-6.868165014957337178e+01,4.335323656945230141e+03
5.211322903053834921e+01,2.786267790558613342e+03
-7.928984801470053867e+01,6.020408856906182336e+03
9.539188208040937411e+01,9.163806479899383703e+03
-1.290725660347864334e+01,1.485193772542724275e+02
3.481598300606790986e+01,1.309880365003014504e+03
7.561658029305036166e+01,5.674918622575008158e+03
1.154583696642441737e+01,1.507309669792970226e+02
8.335497125526313766e+01,6.844961829767074960e+03
6.507555739318144106e+01,4.294297417778845556e+03
-7.472529632350762085e+01,5.295002390726749582e+03
7.478808120772487200e+01,5.828511760077798499e+03
-2.211732968399584820e+01,4.704404994888514011e+02
-5.141030339373673286e+01,2.534176727110317188e+03
8.900043431661629256e+01,8.506707069006786696e+03
5.490669346335087653e+01,3.230946314700558560e+03
9.075851747562825267e+01,8.950657960721562631e+03
-7.261483020308824621e+01,5.185501676595927165e+03
4.545878379589126439e+00,2.904810307897430732e+01
-9.381876617238324911e+01,8.781596906930069963e+03
3.664668881179341042e+01,1.470708569121995197e+03
6.471707386871358381e+01,4.168247767268122516e+03
8.026516086277624140e+01,7.295964774539614154e+03
5.108628000392727131e+01,2.959809150254516226e+03
2.559616338219178999e+01,7.378885773991934229e+02
-8.688013748527558278e+01,7.099824607102535992e+03
-2.495178157880914682e+01,5.667025898530706627e+02
-3.293979358030765070e+01,9.864707834457086619e+02
5.146148964526966552e+01,2.899949336975734241e+03
-4.158314368642295022e+01,1.757686305145955430e+03
5.178765810894932997e+01,2.936083636654979273e+03
-4.492909793920233597e+00,1.200602678433156711e+01
7.558556774884090146e+01,5.978444543895131574e+03
2.283127880099178242e+01,5.414369967957561585e+02
-6.536311369649286007e+01,4.104394416720505433e+03
5.942587376128844312e+01,3.980895769513913365e+03
-2.080680695772036870e+01,3.851429919962462236e+02
7.495702348546345206e+01,5.588812052955161562e+03
-6.554796895696273396e+01,4.103149198401092690e+03
-2.715321769912986838e+01,5.611779045793716705e+02
-7.194582143227729887e+01,5.287287417002998154e+03
9.809076630878323044e+01,1.033059425801261932e+04
3.119754529700350076e+01,1.070271367678812339e+03
-8.561999590983582209e+01,7.251134655692691922e+03
-3.909181470059108676e+01,1.453048715382908767e+03
5.889571493318049988e+01,3.284340032866623915e+03
-4.865050842695930555e+01,2.432348158162589243e+03
-4.504195697515058328e+00,1.261857887627261476e+01
3.051100802281675328e+01,1.069634840169413565e+03
9.242015272328808351e+01,8.783182891658738299e+03
-5.957290674311737178e+01,3.532942837285893802e+03
-4.419350795323073555e+01,1.723192187865367487e+03
-9.162830040629472705e-01,6.840233218816913624e-03
-1.837074653061341678e+01,2.996314340975142159e+02
7.688935374865596373e+01,6.272718605349616155e+03
2.777589908444069522e+01,8.693267636557236528e+02
8.586900457592420821e+01,7.491007894824731920e+03
-5.562596279277869371e+01,3.069713864582426595e+03
5.769311858896912781e+00,4.637209678812122604e+01
-5.260942237760568219e+01,2.374692074943407533e+03
-7.032071511407136200e+01,5.259069980267527171e+03
3.021121617107300494e+01,1.017603969717353493e+03
9.948249185410773521e+01,1.012750845370066236e+04
-8.331433480797321067e+01,6.881604117370011409e+03
-9.650060407268638585e+01,9.794309456301685714e+03
2.240212942797073481e+01,5.759868116296166818e+02
-4.398015895410072318e+01,1.897389218982962120e+03
-3.638750826732861299e+01,1.199505281715989213e+03
-1.672461960183171925e+01,2.508967385609186636e+02
-9.537040776654146157e+01,8.790133758734142248e+03
8.323487102491927203e+01,7.439615749326367222e+03
9.530349150848428508e+01,9.818509625613793105e+03
3.378743915225933847e+01,1.267835762358687361e+03
-9.562200039645840377e+01,9.169613052642223920e+03
9.945429789927240449e+01,1.013141689111289998e+04
-8.311630170380843197e+01,6.778346810215452024e+03
4.952983688959230335e+01,2.440319940546286034e+03
-7.334158553574374650e+01,5.373723829784531517e+03
-8.085671772859232931e+01,7.107959798823380879e+03
-6.695260751498605600e+01,4.688015444299180672e+03
7.341140238317055378e+01,5.474804447818390145e+03
3.812899234102050627e+01,1.444414423365405355e+03
-8.197019999001022939e+01,6.281773261048928362e+03
5.686030409275156217e+01,3.271740821756628065e+03
-7.498294113659744653e+01,5.541086168193693993e+03
5.903525041424754249e+01,3.544329321405222800e+03
1.290396465520353786e+01,2.097294597004714944e+02
8.460017110532373863e+01,7.908107216907725160e+03
-1.260125675811822532e+01,1.352233166522645718e+02
-2.327576714885482545e+01,5.509425590916239344e+02
6.143487964444997829e+01,3.854291918832634110e+03
-6.871920053122555316e+01,4.506487899130954247e+03
-2.082094540329913457e+01,3.840624516532978419e+02
-6.039279093493312445e+01,3.436483825986513693e+03
-4.515441031090495017e+01,1.905693541401875564e+03
8.778877492488760481e+01,6.884403886731683997e+03
-7.062237587369040170e+01,4.542827584831205058e+03
-6.895800067968602320e+01,4.405956944929636848e+03
3.131934510681202255e+01,9.231217504802882559e+02
-4.963657934180238840e+01,2.319895320950926362e+03
-6.080871849556739051e+01,3.431118167081365300e+03
1.281206214348522110e+01,2.061973132469885002e+02
-8.749942152224826941e+01,7.377529072277596242e+03
-5.328033677608454610e+01,2.899306631161514815e+03
-4.309106723778608483e+01,1.763215185018134434e+03
6.720181261014440111e+01,4.743916405080505683e+03
4.586273769236345288e+01,2.219350599306846561e+03
-5.070768340144245201e+01,2.490440781593150859e+03
5.432984646168554832e+01,3.255803742885160318e+03
4.390692445845905922e+01,1.976577379728755204e+03
-7.178036665591480414e+01,4.797502124684965565e+03
-6.607571480337813341e+01,4.144755226346210293e+03
3.288551440590808284e+01,1.192816654698429375e+03
3.503968298518557845e+01,1.389178375562586552e+03
-8.727759310130429071e+01,7.777568554882941498e+03
-9.080052297862067689e+00,6.402254471695069071e+01
-2.326829688257774365e+00,1.612464453823037935e+00
-6.816704868159455089e+01,4.617044507703672934e+03
1.730319404285825158e+01,3.480688077103990850e+02
3.757603870989859729e+01,1.395308903333789658e+03
3.274334311814212128e+01,1.120999015081980815e+03
9.816072251414789207e+01,1.045846342664456824e+04
-3.141981055722609995e+00,4.662765462202766109e+00
8.110699909559102139e+01,6.530828593057049147e+03
-8.756169433863756524e+01,8.069303459452018615e+03
1.123074433556155327e+00,4.805395791980134668e+00
8.401815017283027487e+01,6.682343494843035842e+03
-4.570466334386203044e+01,2.103759263758601264e+03
-2.747080400586719406e+01,7.096241893756383661e+02
-7.654411995199447460e+01,5.651274795367684419e+03
-5.435607693014783592e+01,3.033501982005669106e+03
-1.739081809535953482e+01,2.562946223056389385e+02
-3.650258301424498342e+01,1.290340074839339195e+03
5.322747424219028289e+01,2.576785751340619754e+03
-3.361661596153896880e+01,1.040115318900712282e+03
-8.237244860658306322e+01,7.199130771636161626e+03
-2.520533574689522993e+01,5.880039191039542175e+02
-3.008494635919007010e+00,3.904437590857510632e+00
-4.049978790272756868e+01,1.724898835489497742e+03
6.763132135382528531e+01,4.914178378991546197e+03
6.871773472636004954e+01,4.674279652106195499e+03
3.212970539989191820e+01,1.084037952863232476e+03
-5.595599784402807586e+00,2.253074424372270812e+01
2.392826766455110032e+01,5.990728340733832056e+02
-7.067010611775728535e+00,3.343791574847315928e+01
8.136849327017222322e+01,7.218315510132389136e+03
7.878908480848329532e+01,6.433331339489338461e+03
5.573283191379792356e+01,3.458088607725220299e+03
6.999091277893091956e+01,5.005796384434079300e+03
-5.907191336506031121e+00,2.554942159541737112e+01
-5.766906381292869810e+00,2.363246156460377279e+01
3.186426377703429580e+01,1.187350772215954976e+03
-3.958396768480501038e+01,1.587352697696981295e+03
6.854693890589683747e+01,4.675757530383598350e+03
2.143770791267729692e+01,5.035832845502092709e+02
8.874261032524401571e+00,1.083480290428385899e+02
7.714067105466040175e+01,6.402485851832338085e+03
8.922241994838870482e+00,9.756723302043430124e+01
-5.285449408591400555e+01,2.857571516286900533e+03
9.170026008104071025e+01,9.079325152209281441e+03
3.351666509424885021e+01,1.300639470175306542e+03
-1.631698883764707375e+01,2.254407092523610174e+02
3.503912682518205202e+01,1.168218943717448155e+03
7.956957245484181840e+01,6.736306702610049797e+03
-5.851444890762216033e+01,3.241617064669997490e+03
-5.360429028175374810e+00,1.923137722255086146e+01
7.665293621986631933e+01,6.250124252767218422e+03
3.135548553398135141e+01,1.112562105859670964e+03
-2.916263387807589424e+01,8.131568303232522794e+02
6.426621181856427256e+01,4.234600426553097350e+03
-4.440859174205813531e+01,2.062784202484569960e+03
3.541001103423241148e+01,1.356808299215635316e+03
-5.590915588276381953e+01,2.805050673423862463e+03
5.145233187217027648e+01,2.586271928828781711e+03
-7.595202437399049700e+01,5.776537727421131422e+03
-2.408310696655449590e+01,5.206999913320514679e+02
8.394216461887509695e+01,6.992913276391373074e+03
