x,y
-3.739852647150532050e+01,-7.107404724909855531e+00
1.461528882684552855e+01,2.688657246250414801e+00
9.673501163063505714e+01,2.017143020102626494e+01
-5.553113025412379500e+01,-1.081394115748870988e+01
5.514473195451864740e+01,1.118932879130635882e+01
-4.744006591222276370e+01,-8.876490708127789730e+00
8.667718390728234112e+01,1.867969285928442602e+01
7.682007229766853129e+01,1.522036941236353158e+01
-6.065493201453648453e+00,-5.745349579769982729e-01
-4.518204680136228291e+01,-8.280482266956674664e+00
-3.374395849995821095e+00,-3.429307323039409994e-02
-1.082472628830801398e+01,-2.948785077383885067e+00
-2.295117996509796399e+01,-4.260698680045850395e+00
5.712491892579711816e+01,1.188333911204895976e+01
1.657641025011710667e+01,3.051551852089233741e+00
7.798088570493700900e+01,1.646833059491453355e+01
5.914147636290704213e+01,1.291888481037677039e+01
-9.294898162491777782e+01,-1.776889019676000103e+01
-7.067694932477181169e+00,-2.007358789385676356e+00
9.068489178493223335e+01,1.847791292522814288e+01
-1.751695952657938449e+01,-3.756098322174029835e+00
-1.018050546726981054e+01,-1.279290499001501491e+00
8.428390835138137049e+01,1.726570154756218400e+01
-8.697212099419122922e+01,-1.681877458333310926e+01
-5.645766469738880033e+01,-1.005252650075088638e+01
1.115138977441958446e+01,3.404830237476059285e+00
-8.469124724473802246e+01,-1.663346804326068451e+01
-3.121258496979231722e+01,-5.708178289108233550e+00
6.947426481964996015e+01,1.357365073408102951e+01
-9.784156964510289356e+01,-1.831456217006224918e+01
8.929555342087547842e+01,1.784362267157620963e+01
-1.550266428056573886e+00,6.142495124452842514e-01
-8.381588753728807717e+01,-1.732835832181595137e+01
-1.942321218396945426e+01,-5.179403258643014318e+00
4.473674865049341065e+01,9.705433003331339847e+00
-5.551865959333244405e+01,-1.058309737072355716e+01
-9.848955111062144852e+01,-2.148221553409938522e+01
-7.660562378994700339e+01,-1.612081930883400815e+01
5.396523539021757188e+00,6.042494235520668999e-01
-3.806359956040176939e+01,-8.026930683336415129e+00
-5.004383828347638286e+01,-8.714387716867147304e+00
-6.099213374394452103e-01,-1.078993575816535433e+00
2.821124018200637806e+01,5.758208960020768430e+00
8.451271960779152437e+01,1.645614371277919119e+01
4.942999700868136870e+01,9.129577403953625492e+00
-6.094165071321938854e+00,-6.933207291490377511e-01
5.568231482675051325e+01,1.070830796582684563e+01
-9.023473759864771182e+01,-1.824963981581452543e+01
-2.047311191093284322e+01,-3.156909769410625177e+00
-5.747060818774232160e+01,-1.218351293603897112e+01
3.740712047247504302e+01,6.509794278554498881e+00
-4.261764332191284410e+01,-9.387134992173626458e+00
-6.128170825089047469e+01,-1.242876210993176578e+01
-2.452592961881825318e+01,-4.014099489464379111e+00
8.747025308479905448e+00,2.881174144748188670e+00
-7.028204625504784531e+01,-1.237076573397921919e+01
-8.895823770917237994e+01,-1.668761375844560746e+01
-8.695587659161418514e+01,-1.756439588419464215e+01
1.395602410385767200e+01,1.869214458123284572e+00
9.835280632425414638e+01,2.002134253320391011e+01
-9.100225217724047866e+01,-1.997726963933733302e+01
-8.664260259773699602e+01,-1.790332330417837881e+01
7.237063001206462332e+01,1.297237880739360527e+01
-5.082872296150491565e+01,-1.160249887231424459e+01
3.184842181283281093e+01,7.283622801545041270e+00
1.561478840432812376e+01,3.418559538647062634e+00
5.730439791929470061e+00,1.473906389005169848e-01
5.551973013260348466e+01,1.098407825501305801e+01
3.174820382351219905e+01,6.592783355651401500e+00
-4.540313339165387418e+01,-7.424106466598829002e+00
5.831915562397864505e+01,1.068066791265194482e+01
3.962231937953603733e+01,7.565933260864917465e+00
5.842910640069661099e+01,1.197414482307024208e+01
4.187140939398315709e+01,8.506449096129964360e+00
2.867274471704283201e+01,4.851587332341315673e+00
-8.008900130435102938e+01,-1.762565318486850074e+01
-9.444281545088782082e+01,-2.100539948482417429e+01
-7.326881282747686441e+01,-1.461769774103798802e+01
2.513438574731367225e+00,1.533186933794273177e+00
5.826491310404301771e+01,1.020590948194302605e+01
-4.666267508794931018e+00,-1.915406651876649935e+00
6.052191162831434212e+01,1.173550297434316469e+01
-3.174421790498298890e+01,-6.992280914845344419e+00
-5.349816181605475407e+01,-1.055575899710360055e+01
2.093671625320530438e+01,4.506805870928329405e+00
4.287746423879775648e+01,7.788899105678951607e+00
-6.535779433219991574e+01,-1.361845149479810324e+01
-3.532554612752372236e+01,-6.284049424632730307e+00
3.277543135503785265e+01,5.798878698792207409e+00
-5.157592786867120083e+01,-9.808493172298971885e+00
1.711129207367163474e+01,4.315521841434436290e+00
-5.460789076102150830e+01,-1.060431575142156824e+01
6.518706903396852681e+01,1.369622961670899741e+01
3.751459868732260361e+01,6.959698835931222405e+00
3.059078768662999437e+00,8.763769561045993139e-01
3.290918069564398252e+01,5.993921184849225092e+00
-9.087668601103520416e+01,-1.947491979334041190e+01
1.221987925925759555e+00,-2.525699163116836288e-01
-6.217173439711714877e+00,-9.665624397228219644e-01
1.460816377564204060e+01,2.732847649147313707e+00
4.977397084500850610e+01,8.740751875971286111e+00
7.038046065443984389e+01,1.433424334123190746e+01
-4.002806237445327042e+00,-2.929505950775744827e-01
8.796568110136968244e+01,1.699915154890009106e+01
7.060745195058885315e+01,1.292010506857746854e+01
7.990962930847862822e+01,1.587910723083751741e+01
-8.624660735748963702e+01,-1.765499448022075057e+01
3.669530230323113074e+01,6.879694891409564583e+00
1.730676304562723544e+01,4.549987914240632314e+00
7.626162323328799175e+01,1.451250463404109325e+01
7.778107356383304705e+01,1.616586816748965916e+01
-8.522302720556828604e+01,-1.604161313065536731e+01
-6.608686402678283400e+01,-1.335335372270318466e+01
-7.988381210146914668e+01,-1.666835869720170038e+01
8.272242266049821069e+01,1.745685300887643265e+01
-3.299355640561950054e+01,-5.499503661086475148e+00
-2.197848451072445641e+00,-7.355714694563693090e-01
3.814879358575211654e-01,9.337563384363634089e-01
6.704602278027158491e+01,1.327127524013871174e+01
2.571422864241608863e+01,6.124794976880312269e+00
2.192196423331031951e+01,4.336244769257798559e+00
4.356029597244250340e+01,8.343697198128483095e+00
-2.959016849534694416e+01,-7.380911030696450936e+00
-2.672522990143279742e+01,-4.581321052250816095e+00
4.166825855248063704e+00,8.564774467458856622e-01
-3.989782598710520745e+01,-8.864710700720760173e+00
-1.770553276061296799e+01,-3.888067918836464631e+00
-7.498738646898878812e+01,-1.355498577714828201e+01
4.188298375049669175e+01,7.725783490376754159e+00
-1.629932753432011339e+01,-2.259013986701056798e+00
-6.694528068196362369e+01,-1.218033244608200327e+01
7.443738593453946351e+01,1.536474406845163898e+01
6.364027569147344821e+01,1.398857451376182048e+01
5.637250477959852901e+01,1.126762373056452482e+01
4.952696166034797898e+01,8.882216196785952533e+00
2.475472160899116147e+00,1.268762183371410002e+00
4.626147463730711706e+01,8.412009302139011879e+00
7.140739726587466407e+01,1.614067059918768265e+01
9.026484918649012457e+01,1.676425561690080812e+01
9.491356433231860024e+01,1.934201697914138407e+01
1.389976668190853104e+01,2.138782694227101544e+00
-5.709457733854761585e+01,-1.299975733652182086e+01
-3.565679233544400972e+01,-6.830787004401916995e+00
-1.006352023446692101e+01,-1.106312593691669788e+00
2.280419746097494738e+01,3.697966322603607914e+00
9.469499952306523483e+01,1.861880003732146349e+01
7.107750666217194180e+01,1.416976389423184557e+01
4.006948289630398108e+01,8.533266537328872303e+00
-4.952078397877937022e+01,-9.247553882294292649e+00
-8.319390997427498746e+01,-1.383429338895419924e+01
4.787098137477261162e+01,9.138319484411679738e+00
2.996214550650688579e+01,7.635691772054436832e+00
6.605514235352754326e+01,1.333496068272042834e+01
-9.811908957189368152e+01,-1.715289916726200659e+01
-6.435161166683656120e+01,-1.146017759407101622e+01
